Country Code,Country Name,Survey Year,Indicator,Characteristic Category,Characteristic Label,Value,gender
EG,Egypt,2014,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",20.2,Women
EG,Egypt,2014,for at least one specific reason,Education,No education,53.1,Women
EG,Egypt,2014,for at least one specific reason,Education,Primary,47.2,Women
EG,Egypt,2014,for at least one specific reason,Education,Secondary,31.3,Women
EG,Egypt,2014,for at least one specific reason,Education,Higher,13.3,Women
EG,Egypt,2014,for at least one specific reason,Wealth quintile,Lowest,59.6,Women
EG,Egypt,2014,for at least one specific reason,Wealth quintile,Second,49.3,Women
EG,Egypt,2014,for at least one specific reason,Wealth quintile,Middle,36.3,Women
EG,Egypt,2014,for at least one specific reason,Wealth quintile,Fourth,24.1,Women
EG,Egypt,2014,for at least one specific reason,Wealth quintile,Highest,11.5,Women
EG,Egypt,2014,for at least one specific reason,Marital status,Married or living together,35.8,Women
EG,Egypt,2014,for at least one specific reason,Marital status,"Widowed, divorced, separated",33.2,Women
ET,Ethiopia,2000,if she burns the food,Education,No education,69.5,Women
ET,Ethiopia,2000,if she burns the food,Education,Primary,61.6,Women
ET,Ethiopia,2000,if she burns the food,Education,Secondary,28.9,Women
ET,Ethiopia,2000,if she burns the food,Education,Higher,4.8,Women
ET,Ethiopia,2000,if she burns the food,Wealth quintile,Lowest,67.9,Women
ET,Ethiopia,2000,if she burns the food,Wealth quintile,Second,72.1,Women
ET,Ethiopia,2000,if she burns the food,Wealth quintile,Middle,72.9,Women
ET,Ethiopia,2000,if she burns the food,Wealth quintile,Fourth,68.3,Women
ET,Ethiopia,2000,if she burns the food,Wealth quintile,Highest,46,Women
ET,Ethiopia,2000,if she burns the food,Marital status,Married or living together,67.9,Women
ET,Ethiopia,2000,if she burns the food,Marital status,"Widowed, divorced, separated",59.5,Women
ET,Ethiopia,2000,if she burns the food,Marital status,Never married,57.7,Women
ET,Ethiopia,2000,if she argues with him,Education,No education,65.6,Women
ET,Ethiopia,2000,if she argues with him,Education,Primary,59.6,Women
ET,Ethiopia,2000,if she argues with him,Education,Secondary,29.5,Women
ET,Ethiopia,2000,if she argues with him,Education,Higher,9,Women
ET,Ethiopia,2000,if she argues with him,Wealth quintile,Lowest,65.9,Women
ET,Ethiopia,2000,if she argues with him,Wealth quintile,Second,68.5,Women
ET,Ethiopia,2000,if she argues with him,Wealth quintile,Middle,67.5,Women
ET,Ethiopia,2000,if she argues with him,Wealth quintile,Fourth,65.1,Women
ET,Ethiopia,2000,if she argues with him,Wealth quintile,Highest,44.2,Women
ET,Ethiopia,2000,if she argues with him,Marital status,Married or living together,64.7,Women
ET,Ethiopia,2000,if she argues with him,Marital status,"Widowed, divorced, separated",59.2,Women
ET,Ethiopia,2000,if she argues with him,Marital status,Never married,53.5,Women
ET,Ethiopia,2000,if she goes out without telling him,Education,No education,60.4,Women
ET,Ethiopia,2000,if she goes out without telling him,Education,Primary,53,Women
ET,Ethiopia,2000,if she goes out without telling him,Education,Secondary,28.2,Women
ET,Ethiopia,2000,if she goes out without telling him,Education,Higher,8,Women
ET,Ethiopia,2000,if she goes out without telling him,Wealth quintile,Lowest,61,Women
ET,Ethiopia,2000,if she goes out without telling him,Wealth quintile,Second,61.4,Women
ET,Ethiopia,2000,if she goes out without telling him,Wealth quintile,Middle,59.9,Women
ET,Ethiopia,2000,if she goes out without telling him,Wealth quintile,Fourth,59.5,Women
ET,Ethiopia,2000,if she goes out without telling him,Wealth quintile,Highest,42.7,Women
ET,Ethiopia,2000,if she goes out without telling him,Marital status,Married or living together,59.4,Women
ET,Ethiopia,2000,if she goes out without telling him,Marital status,"Widowed, divorced, separated",52.5,Women
ET,Ethiopia,2000,if she goes out without telling him,Marital status,Never married,49.4,Women
ET,Ethiopia,2000,if she neglects the children,Education,No education,67,Women
ET,Ethiopia,2000,if she neglects the children,Education,Primary,65.8,Women
ET,Ethiopia,2000,if she neglects the children,Education,Secondary,43.7,Women
ET,Ethiopia,2000,if she neglects the children,Education,Higher,13.7,Women
ET,Ethiopia,2000,if she neglects the children,Wealth quintile,Lowest,66.4,Women
ET,Ethiopia,2000,if she neglects the children,Wealth quintile,Second,68.4,Women
ET,Ethiopia,2000,if she neglects the children,Wealth quintile,Middle,68.7,Women
ET,Ethiopia,2000,if she neglects the children,Wealth quintile,Fourth,67.7,Women
ET,Ethiopia,2000,if she neglects the children,Wealth quintile,Highest,54.1,Women
ET,Ethiopia,2000,if she neglects the children,Marital status,Married or living together,66.4,Women
ET,Ethiopia,2000,if she neglects the children,Marital status,"Widowed, divorced, separated",63.1,Women
ET,Ethiopia,2000,if she neglects the children,Marital status,Never married,60.3,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Education,No education,56.2,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Education,Primary,44.8,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Education,Secondary,17.9,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Education,Higher,4.8,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Wealth quintile,Lowest,55,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Wealth quintile,Second,56.7,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Wealth quintile,Middle,57.5,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Wealth quintile,Fourth,56.2,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Wealth quintile,Highest,33.5,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Marital status,Married or living together,55.9,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",48.5,Women
ET,Ethiopia,2000,if she refuses to have sex with him,Marital status,Never married,38.7,Women
ET,Ethiopia,2000,for at least one specific reason,Education,No education,88.1,Women
ET,Ethiopia,2000,for at least one specific reason,Education,Primary,83,Women
ET,Ethiopia,2000,for at least one specific reason,Education,Secondary,59.6,Women
ET,Ethiopia,2000,for at least one specific reason,Education,Higher,17.1,Women
ET,Ethiopia,2000,for at least one specific reason,Wealth quintile,Lowest,86.5,Women
ET,Ethiopia,2000,for at least one specific reason,Wealth quintile,Second,89.4,Women
ET,Ethiopia,2000,for at least one specific reason,Wealth quintile,Middle,89.8,Women
ET,Ethiopia,2000,for at least one specific reason,Wealth quintile,Fourth,88,Women
ET,Ethiopia,2000,for at least one specific reason,Wealth quintile,Highest,72.1,Women
ET,Ethiopia,2000,for at least one specific reason,Marital status,Married or living together,87.3,Women
ET,Ethiopia,2000,for at least one specific reason,Marital status,"Widowed, divorced, separated",83,Women
ET,Ethiopia,2000,for at least one specific reason,Marital status,Never married,77.9,Women
ET,Ethiopia,2000,if she burns the food,Education,No education,48.1,Men
ET,Ethiopia,2000,if she burns the food,Education,Primary,56.9,Men
ET,Ethiopia,2000,if she burns the food,Education,Secondary,14.6,Men
ET,Ethiopia,2000,if she burns the food,Education,Higher,0,Men
ET,Ethiopia,2000,if she burns the food,Wealth quintile,Lowest,52.3,Men
ET,Ethiopia,2000,if she burns the food,Wealth quintile,Second,52,Men
ET,Ethiopia,2000,if she burns the food,Wealth quintile,Middle,52.9,Men
ET,Ethiopia,2000,if she burns the food,Wealth quintile,Fourth,48.4,Men
ET,Ethiopia,2000,if she burns the food,Wealth quintile,Highest,24.4,Men
ET,Ethiopia,2000,if she burns the food,Marital status,Married or living together,39.5,Men
ET,Ethiopia,2000,if she burns the food,Marital status,"Widowed, divorced, separated",48.6,Men
ET,Ethiopia,2000,if she burns the food,Marital status,Never married,51.8,Men
ET,Ethiopia,2000,if she argues with him,Education,No education,53.8,Men
ET,Ethiopia,2000,if she argues with him,Education,Primary,55.1,Men
ET,Ethiopia,2000,if she argues with him,Education,Secondary,18.4,Men
ET,Ethiopia,2000,if she argues with him,Education,Higher,3.5,Men
ET,Ethiopia,2000,if she argues with him,Wealth quintile,Lowest,54.4,Men
ET,Ethiopia,2000,if she argues with him,Wealth quintile,Second,55.6,Men
ET,Ethiopia,2000,if she argues with him,Wealth quintile,Middle,54.7,Men
ET,Ethiopia,2000,if she argues with him,Wealth quintile,Fourth,52.4,Men
ET,Ethiopia,2000,if she argues with him,Wealth quintile,Highest,26.6,Men
ET,Ethiopia,2000,if she argues with him,Marital status,Married or living together,43.3,Men
ET,Ethiopia,2000,if she argues with him,Marital status,"Widowed, divorced, separated",59.2,Men
ET,Ethiopia,2000,if she argues with him,Marital status,Never married,52.5,Men
ET,Ethiopia,2000,if she goes out without telling him,Education,No education,56,Men
ET,Ethiopia,2000,if she goes out without telling him,Education,Primary,60.6,Men
ET,Ethiopia,2000,if she goes out without telling him,Education,Secondary,25.9,Men
ET,Ethiopia,2000,if she goes out without telling him,Education,Higher,1.1,Men
ET,Ethiopia,2000,if she goes out without telling him,Wealth quintile,Lowest,61,Men
ET,Ethiopia,2000,if she goes out without telling him,Wealth quintile,Second,57.6,Men
ET,Ethiopia,2000,if she goes out without telling him,Wealth quintile,Middle,58.2,Men
ET,Ethiopia,2000,if she goes out without telling him,Wealth quintile,Fourth,53.2,Men
ET,Ethiopia,2000,if she goes out without telling him,Wealth quintile,Highest,33.7,Men
ET,Ethiopia,2000,if she goes out without telling him,Marital status,Married or living together,49.9,Men
ET,Ethiopia,2000,if she goes out without telling him,Marital status,"Widowed, divorced, separated",62.3,Men
ET,Ethiopia,2000,if she goes out without telling him,Marital status,Never married,53.8,Men
ET,Ethiopia,2000,if she neglects the children,Education,No education,59.7,Men
ET,Ethiopia,2000,if she neglects the children,Education,Primary,66.2,Men
ET,Ethiopia,2000,if she neglects the children,Education,Secondary,30.2,Men
ET,Ethiopia,2000,if she neglects the children,Education,Higher,2.9,Men
ET,Ethiopia,2000,if she neglects the children,Wealth quintile,Lowest,62.6,Men
ET,Ethiopia,2000,if she neglects the children,Wealth quintile,Second,63.4,Men
ET,Ethiopia,2000,if she neglects the children,Wealth quintile,Middle,61.5,Men
ET,Ethiopia,2000,if she neglects the children,Wealth quintile,Fourth,59,Men
ET,Ethiopia,2000,if she neglects the children,Wealth quintile,Highest,39.1,Men
ET,Ethiopia,2000,if she neglects the children,Marital status,Married or living together,51.9,Men
ET,Ethiopia,2000,if she neglects the children,Marital status,"Widowed, divorced, separated",76.2,Men
ET,Ethiopia,2000,if she neglects the children,Marital status,Never married,60.1,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Education,No education,51.3,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Education,Primary,53.7,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Education,Secondary,21.5,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Education,Higher,7,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Wealth quintile,Lowest,49.9,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Wealth quintile,Second,55.3,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Wealth quintile,Middle,52.5,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Wealth quintile,Fourth,46.1,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Wealth quintile,Highest,32.8,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Marital status,Married or living together,42.2,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",45.5,Men
ET,Ethiopia,2000,if she refuses to have sex with him,Marital status,Never married,52.5,Men
ET,Ethiopia,2000,for at least one specific reason,Education,No education,80.6,Men
ET,Ethiopia,2000,for at least one specific reason,Education,Primary,82.7,Men
ET,Ethiopia,2000,for at least one specific reason,Education,Secondary,50.3,Men
ET,Ethiopia,2000,for at least one specific reason,Education,Higher,13.1,Men
ET,Ethiopia,2000,for at least one specific reason,Wealth quintile,Lowest,83.1,Men
ET,Ethiopia,2000,for at least one specific reason,Wealth quintile,Second,83.4,Men
ET,Ethiopia,2000,for at least one specific reason,Wealth quintile,Middle,82.2,Men
ET,Ethiopia,2000,for at least one specific reason,Wealth quintile,Fourth,76,Men
ET,Ethiopia,2000,for at least one specific reason,Wealth quintile,Highest,56,Men
ET,Ethiopia,2000,for at least one specific reason,Marital status,Married or living together,71,Men
ET,Ethiopia,2000,for at least one specific reason,Marital status,"Widowed, divorced, separated",90.1,Men
ET,Ethiopia,2000,for at least one specific reason,Marital status,Never married,79.3,Men
ET,Ethiopia,2005,if she burns the food,Education,No education,67.9,Women
ET,Ethiopia,2005,if she burns the food,Education,Primary,60.5,Women
ET,Ethiopia,2005,if she burns the food,Education,Secondary,26.4,Women
ET,Ethiopia,2005,if she burns the food,Education,Higher,5.7,Women
ET,Ethiopia,2005,if she burns the food,Wealth quintile,Lowest,64.4,Women
ET,Ethiopia,2005,if she burns the food,Wealth quintile,Second,70.1,Women
ET,Ethiopia,2005,if she burns the food,Wealth quintile,Middle,69.5,Women
ET,Ethiopia,2005,if she burns the food,Wealth quintile,Fourth,69.6,Women
ET,Ethiopia,2005,if she burns the food,Wealth quintile,Highest,39.5,Women
ET,Ethiopia,2005,if she burns the food,Marital status,Married or living together,65.6,Women
ET,Ethiopia,2005,if she burns the food,Marital status,"Widowed, divorced, separated",59.7,Women
ET,Ethiopia,2005,if she burns the food,Marital status,Never married,49.7,Women
ET,Ethiopia,2005,if she argues with him,Education,No education,64.3,Women
ET,Ethiopia,2005,if she argues with him,Education,Primary,59,Women
ET,Ethiopia,2005,if she argues with him,Education,Secondary,29.2,Women
ET,Ethiopia,2005,if she argues with him,Education,Higher,11.2,Women
ET,Ethiopia,2005,if she argues with him,Wealth quintile,Lowest,60.3,Women
ET,Ethiopia,2005,if she argues with him,Wealth quintile,Second,66.2,Women
ET,Ethiopia,2005,if she argues with him,Wealth quintile,Middle,67.1,Women
ET,Ethiopia,2005,if she argues with him,Wealth quintile,Fourth,64.5,Women
ET,Ethiopia,2005,if she argues with him,Wealth quintile,Highest,41.6,Women
ET,Ethiopia,2005,if she argues with him,Marital status,Married or living together,63,Women
ET,Ethiopia,2005,if she argues with him,Marital status,"Widowed, divorced, separated",57.3,Women
ET,Ethiopia,2005,if she argues with him,Marital status,Never married,48.2,Women
ET,Ethiopia,2005,if she goes out without telling him,Education,No education,70.4,Women
ET,Ethiopia,2005,if she goes out without telling him,Education,Primary,62.2,Women
ET,Ethiopia,2005,if she goes out without telling him,Education,Secondary,36.2,Women
ET,Ethiopia,2005,if she goes out without telling him,Education,Higher,13,Women
ET,Ethiopia,2005,if she goes out without telling him,Wealth quintile,Lowest,71,Women
ET,Ethiopia,2005,if she goes out without telling him,Wealth quintile,Second,71.5,Women
ET,Ethiopia,2005,if she goes out without telling him,Wealth quintile,Middle,69,Women
ET,Ethiopia,2005,if she goes out without telling him,Wealth quintile,Fourth,69.5,Women
ET,Ethiopia,2005,if she goes out without telling him,Wealth quintile,Highest,46.7,Women
ET,Ethiopia,2005,if she goes out without telling him,Marital status,Married or living together,68.6,Women
ET,Ethiopia,2005,if she goes out without telling him,Marital status,"Widowed, divorced, separated",65.7,Women
ET,Ethiopia,2005,if she goes out without telling him,Marital status,Never married,52,Women
ET,Ethiopia,2005,if she neglects the children,Education,No education,69.5,Women
ET,Ethiopia,2005,if she neglects the children,Education,Primary,64,Women
ET,Ethiopia,2005,if she neglects the children,Education,Secondary,40.2,Women
ET,Ethiopia,2005,if she neglects the children,Education,Higher,23.1,Women
ET,Ethiopia,2005,if she neglects the children,Wealth quintile,Lowest,68.9,Women
ET,Ethiopia,2005,if she neglects the children,Wealth quintile,Second,69.6,Women
ET,Ethiopia,2005,if she neglects the children,Wealth quintile,Middle,70,Women
ET,Ethiopia,2005,if she neglects the children,Wealth quintile,Fourth,69.1,Women
ET,Ethiopia,2005,if she neglects the children,Wealth quintile,Highest,50.5,Women
ET,Ethiopia,2005,if she neglects the children,Marital status,Married or living together,68.2,Women
ET,Ethiopia,2005,if she neglects the children,Marital status,"Widowed, divorced, separated",67.5,Women
ET,Ethiopia,2005,if she neglects the children,Marital status,Never married,54,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Education,No education,51,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Education,Primary,40.4,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Education,Secondary,15.8,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Education,Higher,4.2,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Wealth quintile,Lowest,51.3,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Wealth quintile,Second,53,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Wealth quintile,Middle,50.5,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Wealth quintile,Fourth,46.9,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Wealth quintile,Highest,26.7,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Marital status,Married or living together,49.4,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",43.3,Women
ET,Ethiopia,2005,if she refuses to have sex with him,Marital status,Never married,31.4,Women
ET,Ethiopia,2005,for at least one specific reason,Education,No education,86.7,Women
ET,Ethiopia,2005,for at least one specific reason,Education,Primary,80.1,Women
ET,Ethiopia,2005,for at least one specific reason,Education,Secondary,53.7,Women
ET,Ethiopia,2005,for at least one specific reason,Education,Higher,30.6,Women
ET,Ethiopia,2005,for at least one specific reason,Wealth quintile,Lowest,87,Women
ET,Ethiopia,2005,for at least one specific reason,Wealth quintile,Second,87.1,Women
ET,Ethiopia,2005,for at least one specific reason,Wealth quintile,Middle,86.1,Women
ET,Ethiopia,2005,for at least one specific reason,Wealth quintile,Fourth,85.2,Women
ET,Ethiopia,2005,for at least one specific reason,Wealth quintile,Highest,65.6,Women
ET,Ethiopia,2005,for at least one specific reason,Marital status,Married or living together,84.9,Women
ET,Ethiopia,2005,for at least one specific reason,Marital status,"Widowed, divorced, separated",83.4,Women
ET,Ethiopia,2005,for at least one specific reason,Marital status,Never married,70,Women
ET,Ethiopia,2005,if she burns the food,Education,No education,28.8,Men
ET,Ethiopia,2005,if she burns the food,Education,Primary,27.4,Men
ET,Ethiopia,2005,if she burns the food,Education,Secondary,10.7,Men
ET,Ethiopia,2005,if she burns the food,Education,Higher,1.5,Men
ET,Ethiopia,2005,if she burns the food,Wealth quintile,Lowest,28.1,Men
ET,Ethiopia,2005,if she burns the food,Wealth quintile,Second,31.7,Men
ET,Ethiopia,2005,if she burns the food,Wealth quintile,Middle,27,Men
ET,Ethiopia,2005,if she burns the food,Wealth quintile,Fourth,24.5,Men
ET,Ethiopia,2005,if she burns the food,Wealth quintile,Highest,13.3,Men
ET,Ethiopia,2005,if she burns the food,Marital status,Married or living together,24.3,Men
ET,Ethiopia,2005,if she burns the food,Marital status,"Widowed, divorced, separated",24.5,Men
ET,Ethiopia,2005,if she burns the food,Marital status,Never married,24,Men
ET,Ethiopia,2005,if she argues with him,Education,No education,36.4,Men
ET,Ethiopia,2005,if she argues with him,Education,Primary,33,Men
ET,Ethiopia,2005,if she argues with him,Education,Secondary,14.8,Men
ET,Ethiopia,2005,if she argues with him,Education,Higher,3.8,Men
ET,Ethiopia,2005,if she argues with him,Wealth quintile,Lowest,37.6,Men
ET,Ethiopia,2005,if she argues with him,Wealth quintile,Second,37,Men
ET,Ethiopia,2005,if she argues with him,Wealth quintile,Middle,33,Men
ET,Ethiopia,2005,if she argues with him,Wealth quintile,Fourth,30.9,Men
ET,Ethiopia,2005,if she argues with him,Wealth quintile,Highest,17,Men
ET,Ethiopia,2005,if she argues with him,Marital status,Married or living together,31.2,Men
ET,Ethiopia,2005,if she argues with him,Marital status,"Widowed, divorced, separated",31.2,Men
ET,Ethiopia,2005,if she argues with him,Marital status,Never married,29,Men
ET,Ethiopia,2005,if she goes out without telling him,Education,No education,41.9,Men
ET,Ethiopia,2005,if she goes out without telling him,Education,Primary,39.7,Men
ET,Ethiopia,2005,if she goes out without telling him,Education,Secondary,19.6,Men
ET,Ethiopia,2005,if she goes out without telling him,Education,Higher,6.1,Men
ET,Ethiopia,2005,if she goes out without telling him,Wealth quintile,Lowest,40.2,Men
ET,Ethiopia,2005,if she goes out without telling him,Wealth quintile,Second,44.1,Men
ET,Ethiopia,2005,if she goes out without telling him,Wealth quintile,Middle,37.8,Men
ET,Ethiopia,2005,if she goes out without telling him,Wealth quintile,Fourth,40.3,Men
ET,Ethiopia,2005,if she goes out without telling him,Wealth quintile,Highest,21.9,Men
ET,Ethiopia,2005,if she goes out without telling him,Marital status,Married or living together,37.3,Men
ET,Ethiopia,2005,if she goes out without telling him,Marital status,"Widowed, divorced, separated",36.2,Men
ET,Ethiopia,2005,if she goes out without telling him,Marital status,Never married,34.4,Men
ET,Ethiopia,2005,if she neglects the children,Education,No education,37.1,Men
ET,Ethiopia,2005,if she neglects the children,Education,Primary,32.8,Men
ET,Ethiopia,2005,if she neglects the children,Education,Secondary,15.3,Men
ET,Ethiopia,2005,if she neglects the children,Education,Higher,5.1,Men
ET,Ethiopia,2005,if she neglects the children,Wealth quintile,Lowest,38.8,Men
ET,Ethiopia,2005,if she neglects the children,Wealth quintile,Second,38.5,Men
ET,Ethiopia,2005,if she neglects the children,Wealth quintile,Middle,32.6,Men
ET,Ethiopia,2005,if she neglects the children,Wealth quintile,Fourth,30,Men
ET,Ethiopia,2005,if she neglects the children,Wealth quintile,Highest,17.5,Men
ET,Ethiopia,2005,if she neglects the children,Marital status,Married or living together,32.2,Men
ET,Ethiopia,2005,if she neglects the children,Marital status,"Widowed, divorced, separated",37,Men
ET,Ethiopia,2005,if she neglects the children,Marital status,Never married,28.2,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Education,No education,28,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Education,Primary,26.2,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Education,Secondary,10.7,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Education,Higher,1.6,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Wealth quintile,Lowest,28.1,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Wealth quintile,Second,31.2,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Wealth quintile,Middle,24.3,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Wealth quintile,Fourth,24.1,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Wealth quintile,Highest,12.8,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Marital status,Married or living together,23.2,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",21.4,Men
ET,Ethiopia,2005,if she refuses to have sex with him,Marital status,Never married,23.7,Men
ET,Ethiopia,2005,for at least one specific reason,Education,No education,58.7,Men
ET,Ethiopia,2005,for at least one specific reason,Education,Primary,55.2,Men
ET,Ethiopia,2005,for at least one specific reason,Education,Secondary,32.4,Men
ET,Ethiopia,2005,for at least one specific reason,Education,Higher,10.8,Men
ET,Ethiopia,2005,for at least one specific reason,Wealth quintile,Lowest,56.7,Men
ET,Ethiopia,2005,for at least one specific reason,Wealth quintile,Second,60.6,Men
ET,Ethiopia,2005,for at least one specific reason,Wealth quintile,Middle,55.2,Men
ET,Ethiopia,2005,for at least one specific reason,Wealth quintile,Fourth,53.8,Men
ET,Ethiopia,2005,for at least one specific reason,Wealth quintile,Highest,35.1,Men
ET,Ethiopia,2005,for at least one specific reason,Marital status,Married or living together,52.9,Men
ET,Ethiopia,2005,for at least one specific reason,Marital status,"Widowed, divorced, separated",46.7,Men
ET,Ethiopia,2005,for at least one specific reason,Marital status,Never married,49.5,Men
ET,Ethiopia,2011,if she burns the food,Education,No education,59.5,Women
ET,Ethiopia,2011,if she burns the food,Education,Primary,41.5,Women
ET,Ethiopia,2011,if she burns the food,Education,Secondary,15.3,Women
ET,Ethiopia,2011,if she burns the food,Education,Higher,5.9,Women
ET,Ethiopia,2011,if she burns the food,Wealth quintile,Lowest,60.4,Women
ET,Ethiopia,2011,if she burns the food,Wealth quintile,Second,58.9,Women
ET,Ethiopia,2011,if she burns the food,Wealth quintile,Middle,56.3,Women
ET,Ethiopia,2011,if she burns the food,Wealth quintile,Fourth,48.6,Women
ET,Ethiopia,2011,if she burns the food,Wealth quintile,Highest,22.3,Women
ET,Ethiopia,2011,if she burns the food,Marital status,Married or living together,53.1,Women
ET,Ethiopia,2011,if she burns the food,Marital status,"Widowed, divorced, separated",49.4,Women
ET,Ethiopia,2011,if she burns the food,Marital status,Never married,33.2,Women
ET,Ethiopia,2011,if she argues with him,Education,No education,55.6,Women
ET,Ethiopia,2011,if she argues with him,Education,Primary,40.5,Women
ET,Ethiopia,2011,if she argues with him,Education,Secondary,19,Women
ET,Ethiopia,2011,if she argues with him,Education,Higher,10.1,Women
ET,Ethiopia,2011,if she argues with him,Wealth quintile,Lowest,58,Women
ET,Ethiopia,2011,if she argues with him,Wealth quintile,Second,52.4,Women
ET,Ethiopia,2011,if she argues with him,Wealth quintile,Middle,51.4,Women
ET,Ethiopia,2011,if she argues with him,Wealth quintile,Fourth,47,Women
ET,Ethiopia,2011,if she argues with him,Wealth quintile,Highest,25.9,Women
ET,Ethiopia,2011,if she argues with him,Marital status,Married or living together,50.7,Women
ET,Ethiopia,2011,if she argues with him,Marital status,"Widowed, divorced, separated",45,Women
ET,Ethiopia,2011,if she argues with him,Marital status,Never married,33.3,Women
ET,Ethiopia,2011,if she goes out without telling him,Education,No education,53,Women
ET,Ethiopia,2011,if she goes out without telling him,Education,Primary,38.3,Women
ET,Ethiopia,2011,if she goes out without telling him,Education,Secondary,18.9,Women
ET,Ethiopia,2011,if she goes out without telling him,Education,Higher,9.4,Women
ET,Ethiopia,2011,if she goes out without telling him,Wealth quintile,Lowest,53.9,Women
ET,Ethiopia,2011,if she goes out without telling him,Wealth quintile,Second,51.1,Women
ET,Ethiopia,2011,if she goes out without telling him,Wealth quintile,Middle,48.8,Women
ET,Ethiopia,2011,if she goes out without telling him,Wealth quintile,Fourth,44.7,Women
ET,Ethiopia,2011,if she goes out without telling him,Wealth quintile,Highest,24.8,Women
ET,Ethiopia,2011,if she goes out without telling him,Marital status,Married or living together,49.4,Women
ET,Ethiopia,2011,if she goes out without telling him,Marital status,"Widowed, divorced, separated",40.1,Women
ET,Ethiopia,2011,if she goes out without telling him,Marital status,Never married,30.1,Women
ET,Ethiopia,2011,if she neglects the children,Education,No education,60.6,Women
ET,Ethiopia,2011,if she neglects the children,Education,Primary,47.5,Women
ET,Ethiopia,2011,if she neglects the children,Education,Secondary,30.7,Women
ET,Ethiopia,2011,if she neglects the children,Education,Higher,17.9,Women
ET,Ethiopia,2011,if she neglects the children,Wealth quintile,Lowest,63.4,Women
ET,Ethiopia,2011,if she neglects the children,Wealth quintile,Second,58.8,Women
ET,Ethiopia,2011,if she neglects the children,Wealth quintile,Middle,56.1,Women
ET,Ethiopia,2011,if she neglects the children,Wealth quintile,Fourth,52.6,Women
ET,Ethiopia,2011,if she neglects the children,Wealth quintile,Highest,34.8,Women
ET,Ethiopia,2011,if she neglects the children,Marital status,Married or living together,56.7,Women
ET,Ethiopia,2011,if she neglects the children,Marital status,"Widowed, divorced, separated",49.3,Women
ET,Ethiopia,2011,if she neglects the children,Marital status,Never married,41.4,Women
ET,Ethiopia,2011,if she refuses to have sex with him,Education,No education,48.9,Women
ET,Ethiopia,2011,if she refuses to have sex with him,Education,Primary,32.8,Women
ET,Ethiopia,2011,if she refuses to have sex with him,Education,Secondary,14.1,Women
ET,Ethiopia,2011,if she refuses to have sex with him,Education,Higher,6.4,Women
ET,Ethiopia,2011,if she refuses to have sex with him,Wealth quintile,Lowest,49.9,Women
ET,Ethiopia,2011,if she refuses to have sex with him,Wealth quintile,Second,46.4,Women
ET,Ethiopia,2011,if she refuses to have sex with him,Wealth quintile,Middle,44,Women
ET,Ethiopia,2011,if she refuses to have sex with him,Wealth quintile,Fourth,41.7,Women
ET,Ethiopia,2011,if she refuses to have sex with him,Wealth quintile,Highest,18.7,Women
