Country Code,Country Name,Indicator,Characteristic Category,Characteristic Label,gender,first,last,diff,delta
MW,Malawi,if she goes out without telling him,Wealth quintile,Highest,Women,13.2,4.2,-9,negative
MW,Malawi,if she goes out without telling him,Marital status,Married or living together,Women,16.8,7.1,-9.700000000000001,negative
MW,Malawi,if she goes out without telling him,Marital status,"Widowed, divorced, separated",Women,15.4,5.2,-10.2,negative
MW,Malawi,if she goes out without telling him,Marital status,Never married,Women,16.2,7.3,-8.899999999999999,negative
MW,Malawi,if she neglects the children,Education,No education,Women,19.3,9,-10.3,negative
MW,Malawi,if she neglects the children,Education,Primary,Women,23.8,9.9,-13.9,negative
MW,Malawi,if she neglects the children,Education,Secondary,Women,16.6,6.5,-10.100000000000001,negative
MW,Malawi,if she neglects the children,Wealth quintile,Lowest,Women,23,10.4,-12.6,negative
MW,Malawi,if she neglects the children,Wealth quintile,Second,Women,23.5,9.9,-13.6,negative
MW,Malawi,if she neglects the children,Wealth quintile,Middle,Women,21.6,9.3,-12.3,negative
MW,Malawi,if she neglects the children,Wealth quintile,Fourth,Women,24.1,9.2,-14.900000000000002,negative
MW,Malawi,if she neglects the children,Wealth quintile,Highest,Women,16.8,5.8,-11,negative
MW,Malawi,if she neglects the children,Marital status,Married or living together,Women,21.6,8.5,-13.100000000000001,negative
MW,Malawi,if she neglects the children,Marital status,"Widowed, divorced, separated",Women,19.9,8.4,-11.499999999999998,negative
MW,Malawi,if she neglects the children,Marital status,Never married,Women,23.5,10,-13.5,negative
MW,Malawi,if she refuses to have sex with him,Education,No education,Women,18.9,10.7,-8.2,negative
MW,Malawi,if she refuses to have sex with him,Education,Primary,Women,18.7,9.5,-9.2,negative
MW,Malawi,if she refuses to have sex with him,Education,Secondary,Women,10.4,4.9,-5.5,negative
MW,Malawi,if she refuses to have sex with him,Wealth quintile,Lowest,Women,20.6,11,-9.600000000000001,negative
MW,Malawi,if she refuses to have sex with him,Wealth quintile,Second,Women,20,10.2,-9.8,negative
MW,Malawi,if she refuses to have sex with him,Wealth quintile,Middle,Women,16.9,8.9,-7.999999999999998,negative
MW,Malawi,if she refuses to have sex with him,Wealth quintile,Fourth,Women,19.3,8.5,-10.8,negative
MW,Malawi,if she refuses to have sex with him,Wealth quintile,Highest,Women,12.5,4.1,-8.4,negative
MW,Malawi,if she refuses to have sex with him,Marital status,Married or living together,Women,18.2,8.6,-9.6,negative
MW,Malawi,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",Women,19.6,8.5,-11.100000000000001,negative
MW,Malawi,if she refuses to have sex with him,Marital status,Never married,Women,15.1,7.3,-7.8,negative
MW,Malawi,for at least one specific reason,Education,No education,Women,34.3,18.2,-16.099999999999998,negative
MW,Malawi,for at least one specific reason,Education,Primary,Women,38.2,18.1,-20.1,negative
MW,Malawi,for at least one specific reason,Education,Secondary,Women,25.3,12.2,-13.100000000000001,negative
MW,Malawi,for at least one specific reason,Wealth quintile,Lowest,Women,38.9,19.6,-19.299999999999997,negative
MW,Malawi,for at least one specific reason,Wealth quintile,Second,Women,37.9,18,-19.9,negative
MW,Malawi,for at least one specific reason,Wealth quintile,Middle,Women,35,17.5,-17.5,negative
MW,Malawi,for at least one specific reason,Wealth quintile,Fourth,Women,40.2,17.5,-22.700000000000003,negative
MW,Malawi,for at least one specific reason,Wealth quintile,Highest,Women,26.7,10.5,-16.2,negative
MW,Malawi,for at least one specific reason,Marital status,Married or living together,Women,36,16,-20,negative
MW,Malawi,for at least one specific reason,Marital status,"Widowed, divorced, separated",Women,34.2,15.1,-19.1,negative
MW,Malawi,for at least one specific reason,Marital status,Never married,Women,35.3,17.9,-17.4,negative
MW,Malawi,if she burns the food,Education,No education,Men,4.7,2.2,-2.5,negative
MW,Malawi,if she burns the food,Education,Primary,Men,6.5,3.2,-3.3,negative
MW,Malawi,if she burns the food,Education,Secondary,Men,3.9,0.9,-3,negative
MW,Malawi,if she burns the food,Wealth quintile,Lowest,Men,6.9,3.1,-3.8000000000000003,negative
MW,Malawi,if she burns the food,Wealth quintile,Second,Men,6.4,2.5,-3.9000000000000004,negative
MW,Malawi,if she burns the food,Wealth quintile,Middle,Men,7.7,2.8,-4.9,negative
MW,Malawi,if she burns the food,Wealth quintile,Fourth,Men,5.3,2.5,-2.8,negative
MW,Malawi,if she burns the food,Wealth quintile,Highest,Men,3.6,1,-2.6,negative
MW,Malawi,if she burns the food,Marital status,Married or living together,Men,4.7,1.3,-3.4000000000000004,negative
MW,Malawi,if she burns the food,Marital status,"Widowed, divorced, separated",Men,1.7,2.5,0.8,positive
MW,Malawi,if she burns the food,Marital status,Never married,Men,7.9,3.6,-4.300000000000001,negative
MW,Malawi,if she argues with him,Education,No education,Men,14.5,4.3,-10.2,negative
MW,Malawi,if she argues with him,Education,Primary,Men,14.6,6.9,-7.699999999999999,negative
MW,Malawi,if she argues with him,Education,Secondary,Men,11.4,3,-8.4,negative
MW,Malawi,if she argues with him,Wealth quintile,Lowest,Men,14.2,6.9,-7.299999999999999,negative
MW,Malawi,if she argues with him,Wealth quintile,Second,Men,14.8,4.4,-10.4,negative
MW,Malawi,if she argues with him,Wealth quintile,Middle,Men,15.4,5.4,-10,negative
MW,Malawi,if she argues with him,Wealth quintile,Fourth,Men,14.7,5.9,-8.799999999999999,negative
MW,Malawi,if she argues with him,Wealth quintile,Highest,Men,11.2,4.3,-6.8999999999999995,negative
MW,Malawi,if she argues with him,Marital status,Married or living together,Men,12.7,2.8,-9.899999999999999,negative
MW,Malawi,if she argues with him,Marital status,"Widowed, divorced, separated",Men,12.4,4.7,-7.7,negative
MW,Malawi,if she argues with him,Marital status,Never married,Men,15.9,8.8,-7.1,negative
MW,Malawi,if she goes out without telling him,Education,No education,Men,9,3.5,-5.5,negative
MW,Malawi,if she goes out without telling him,Education,Primary,Men,11.3,6.5,-4.800000000000001,negative
MW,Malawi,if she goes out without telling him,Education,Secondary,Men,11.4,2.2,-9.2,negative
MW,Malawi,if she goes out without telling him,Wealth quintile,Lowest,Men,11,5.3,-5.7,negative
MW,Malawi,if she goes out without telling him,Wealth quintile,Second,Men,11.3,5.8,-5.500000000000001,negative
MW,Malawi,if she goes out without telling him,Wealth quintile,Middle,Men,8.3,4.4,-3.9000000000000004,negative
MW,Malawi,if she goes out without telling him,Wealth quintile,Fourth,Men,11.6,5.5,-6.1,negative
MW,Malawi,if she goes out without telling him,Wealth quintile,Highest,Men,12.2,3.4,-8.799999999999999,negative
MW,Malawi,if she goes out without telling him,Marital status,Married or living together,Men,11,3,-8,negative
MW,Malawi,if she goes out without telling him,Marital status,"Widowed, divorced, separated",Men,12.7,2.4,-10.299999999999999,negative
MW,Malawi,if she goes out without telling him,Marital status,Never married,Men,11,7.5,-3.5,negative
MW,Malawi,if she neglects the children,Education,No education,Men,14.4,3.9,-10.5,negative
MW,Malawi,if she neglects the children,Education,Primary,Men,14.2,8,-6.199999999999999,negative
MW,Malawi,if she neglects the children,Education,Secondary,Men,13,4.7,-8.3,negative
MW,Malawi,if she neglects the children,Wealth quintile,Lowest,Men,15.9,6.2,-9.7,negative
MW,Malawi,if she neglects the children,Wealth quintile,Second,Men,14.8,7.4,-7.4,negative
MW,Malawi,if she neglects the children,Wealth quintile,Middle,Men,12.8,7,-5.800000000000001,negative
MW,Malawi,if she neglects the children,Wealth quintile,Fourth,Men,12.2,6.5,-5.699999999999999,negative
MW,Malawi,if she neglects the children,Wealth quintile,Highest,Men,13.7,5.3,-8.399999999999999,negative
MW,Malawi,if she neglects the children,Marital status,Married or living together,Men,12,3.5,-8.5,negative
MW,Malawi,if she neglects the children,Marital status,"Widowed, divorced, separated",Men,14.6,3.1,-11.5,negative
MW,Malawi,if she neglects the children,Marital status,Never married,Men,17,10.7,-6.300000000000001,negative
MW,Malawi,if she refuses to have sex with him,Education,No education,Men,10.1,5,-5.1,negative
MW,Malawi,if she refuses to have sex with him,Education,Primary,Men,11.2,6.4,-4.799999999999999,negative
MW,Malawi,if she refuses to have sex with him,Education,Secondary,Men,8.3,2.6,-5.700000000000001,negative
MW,Malawi,if she refuses to have sex with him,Wealth quintile,Lowest,Men,11.5,7.5,-4,negative
MW,Malawi,if she refuses to have sex with him,Wealth quintile,Second,Men,11.8,5,-6.800000000000001,negative
MW,Malawi,if she refuses to have sex with him,Wealth quintile,Middle,Men,10,5.3,-4.7,negative
MW,Malawi,if she refuses to have sex with him,Wealth quintile,Fourth,Men,12,5.1,-6.9,negative
MW,Malawi,if she refuses to have sex with him,Wealth quintile,Highest,Men,7.6,2.4,-5.199999999999999,negative
MW,Malawi,if she refuses to have sex with him,Marital status,Married or living together,Men,9.2,3.3,-5.8999999999999995,negative
MW,Malawi,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",Men,8.3,3.5,-4.800000000000001,negative
MW,Malawi,if she refuses to have sex with him,Marital status,Never married,Men,12.7,7.1,-5.6,negative
MW,Malawi,for at least one specific reason,Education,No education,Men,22.9,9.6,-13.299999999999999,negative
MW,Malawi,for at least one specific reason,Education,Primary,Men,26.8,16.2,-10.600000000000001,negative
MW,Malawi,for at least one specific reason,Education,Secondary,Men,23.5,8.9,-14.6,negative
MW,Malawi,for at least one specific reason,Wealth quintile,Lowest,Men,27.7,15.1,-12.6,negative
MW,Malawi,for at least one specific reason,Wealth quintile,Second,Men,26.6,14.2,-12.400000000000002,negative
MW,Malawi,for at least one specific reason,Wealth quintile,Middle,Men,24.5,14.1,-10.4,negative
MW,Malawi,for at least one specific reason,Wealth quintile,Fourth,Men,29,13.1,-15.9,negative
MW,Malawi,for at least one specific reason,Wealth quintile,Highest,Men,21.6,10,-11.600000000000001,negative
MW,Malawi,for at least one specific reason,Marital status,Married or living together,Men,23.3,8.2,-15.100000000000001,negative
MW,Malawi,for at least one specific reason,Marital status,"Widowed, divorced, separated",Men,23.6,10.6,-13.000000000000002,negative
MW,Malawi,for at least one specific reason,Marital status,Never married,Men,29.7,20,-9.7,negative
NM,Namibia,if she argues with him,Education,No education,Men,40.1,11,-29.1,negative
NM,Namibia,if she argues with him,Education,Primary,Men,31.3,11.7,-19.6,negative
NM,Namibia,if she argues with him,Education,Secondary,Men,24.2,9.2,-15,negative
NM,Namibia,if she argues with him,Education,Higher,Men,6.1,3,-3.0999999999999996,negative
NM,Namibia,if she argues with him,Wealth quintile,Lowest,Men,50.5,12.8,-37.7,negative
NM,Namibia,if she argues with him,Wealth quintile,Second,Men,33.1,11.8,-21.3,negative
NM,Namibia,if she argues with him,Wealth quintile,Middle,Men,29.9,7.6,-22.299999999999997,negative
NM,Namibia,if she argues with him,Wealth quintile,Fourth,Men,23.7,8.9,-14.799999999999999,negative
NM,Namibia,if she argues with him,Wealth quintile,Highest,Men,14.6,6.9,-7.699999999999999,negative
NM,Namibia,if she argues with him,Marital status,Married or living together,Men,25,5,-20,negative
NM,Namibia,if she argues with him,Marital status,"Widowed, divorced, separated",Men,20.9,10,-10.899999999999999,negative
NM,Namibia,if she argues with him,Marital status,Never married,Men,29.7,11.1,-18.6,negative
NM,Namibia,if she neglects the children,Education,No education,Men,47.5,14.9,-32.6,negative
NM,Namibia,if she neglects the children,Education,Primary,Men,45.4,19.6,-25.799999999999997,negative
NM,Namibia,if she neglects the children,Education,Secondary,Men,34.2,13.2,-21.000000000000004,negative
NM,Namibia,if she neglects the children,Education,Higher,Men,10.4,8.1,-2.3000000000000007,negative
NM,Namibia,if she neglects the children,Wealth quintile,Lowest,Men,56.8,23.4,-33.4,negative
NM,Namibia,if she neglects the children,Wealth quintile,Second,Men,43.1,15.8,-27.3,negative
NM,Namibia,if she neglects the children,Wealth quintile,Middle,Men,43.4,13.3,-30.099999999999998,negative
NM,Namibia,if she neglects the children,Wealth quintile,Fourth,Men,36.5,11.7,-24.8,negative
NM,Namibia,if she neglects the children,Wealth quintile,Highest,Men,24.1,10.6,-13.500000000000002,negative
NM,Namibia,if she neglects the children,Marital status,Married or living together,Men,35.8,10,-25.799999999999997,negative
NM,Namibia,if she neglects the children,Marital status,"Widowed, divorced, separated",Men,35.5,15,-20.5,negative
NM,Namibia,if she neglects the children,Marital status,Never married,Men,40.4,16.1,-24.299999999999997,negative
NM,Namibia,if she refuses to have sex with him,Education,No education,Men,23.9,1.1,-22.799999999999997,negative
NM,Namibia,if she refuses to have sex with him,Education,Primary,Men,14.5,5.4,-9.1,negative
NM,Namibia,if she refuses to have sex with him,Education,Secondary,Men,11.1,2.1,-9,negative
NM,Namibia,if she refuses to have sex with him,Education,Higher,Men,3.3,3,-0.2999999999999998,negative
NM,Namibia,if she refuses to have sex with him,Wealth quintile,Lowest,Men,26,4.5,-21.5,negative
NM,Namibia,if she refuses to have sex with him,Wealth quintile,Second,Men,14.8,4.4,-10.4,negative
NM,Namibia,if she refuses to have sex with him,Wealth quintile,Middle,Men,14.8,2.3,-12.5,negative
NM,Namibia,if she refuses to have sex with him,Wealth quintile,Fourth,Men,12.8,2.6,-10.200000000000001,negative
NM,Namibia,if she refuses to have sex with him,Wealth quintile,Highest,Men,5,1.4,-3.6,negative
NM,Namibia,if she refuses to have sex with him,Marital status,Married or living together,Men,12.3,1.2,-11.100000000000001,negative
NM,Namibia,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",Men,11.3,3,-8.3,negative
NM,Namibia,if she refuses to have sex with him,Marital status,Never married,Men,14.2,3.6,-10.6,negative
NM,Namibia,for at least one specific reason,Education,No education,Men,55.2,21.6,-33.6,negative
NM,Namibia,for at least one specific reason,Education,Primary,Men,51.8,29.5,-22.299999999999997,negative
NM,Namibia,for at least one specific reason,Education,Secondary,Men,40.3,20.4,-19.9,negative
NM,Namibia,for at least one specific reason,Education,Higher,Men,11.3,12.8,1.5,positive
NM,Namibia,for at least one specific reason,Wealth quintile,Lowest,Men,63.8,33.1,-30.699999999999996,negative
NM,Namibia,for at least one specific reason,Wealth quintile,Second,Men,52.2,26.3,-25.900000000000002,negative
NM,Namibia,for at least one specific reason,Wealth quintile,Middle,Men,49.1,20.5,-28.6,negative
NM,Namibia,for at least one specific reason,Wealth quintile,Fourth,Men,42.5,18.7,-23.8,negative
NM,Namibia,for at least one specific reason,Wealth quintile,Highest,Men,28.4,15.1,-13.299999999999999,negative
NM,Namibia,for at least one specific reason,Marital status,Married or living together,Men,39.8,14.5,-25.299999999999997,negative
NM,Namibia,for at least one specific reason,Marital status,"Widowed, divorced, separated",Men,40.2,23,-17.200000000000003,negative
NM,Namibia,for at least one specific reason,Marital status,Never married,Men,47.7,25,-22.700000000000003,negative
RW,Rwanda,if she burns the food,Education,No education,Women,27.6,11,-16.6,negative
RW,Rwanda,if she burns the food,Education,Primary,Women,22.1,9.7,-12.400000000000002,negative
RW,Rwanda,if she burns the food,Education,Secondary,Women,10.4,6.1,-4.300000000000001,negative
RW,Rwanda,if she burns the food,Education,Higher,Women,0.9,0.9,0,positive
RW,Rwanda,if she burns the food,Wealth quintile,Lowest,Women,23.7,13.8,-9.899999999999999,negative
RW,Rwanda,if she burns the food,Wealth quintile,Second,Women,28.4,10.2,-18.2,negative
RW,Rwanda,if she burns the food,Wealth quintile,Middle,Women,24.3,9.8,-14.5,negative
RW,Rwanda,if she burns the food,Wealth quintile,Fourth,Women,23,8.2,-14.8,negative
RW,Rwanda,if she burns the food,Wealth quintile,Highest,Women,13.5,3.4,-10.1,negative
RW,Rwanda,if she burns the food,Marital status,Married or living together,Women,22.6,7.2,-15.400000000000002,negative
RW,Rwanda,if she burns the food,Marital status,"Widowed, divorced, separated",Women,24.4,13.1,-11.299999999999999,negative
RW,Rwanda,if she burns the food,Marital status,Never married,Women,21.1,10,-11.100000000000001,negative
RW,Rwanda,if she argues with him,Education,No education,Women,14.9,24.9,9.999999999999998,positive
RW,Rwanda,if she argues with him,Education,Primary,Women,11.2,21.8,10.600000000000001,positive
RW,Rwanda,if she argues with him,Education,Secondary,Women,6.4,15.7,9.299999999999999,positive
RW,Rwanda,if she argues with him,Education,Higher,Women,1.9,3.7,1.8000000000000003,positive
RW,Rwanda,if she argues with him,Wealth quintile,Lowest,Women,10.9,27.3,16.4,positive
RW,Rwanda,if she argues with him,Wealth quintile,Second,Women,13.8,23.9,10.099999999999998,positive
RW,Rwanda,if she argues with him,Wealth quintile,Middle,Women,13.6,21.7,8.1,positive
RW,Rwanda,if she argues with him,Wealth quintile,Fourth,Women,12.6,20.1,7.500000000000002,positive
RW,Rwanda,if she argues with him,Wealth quintile,Highest,Women,7.6,11,3.4000000000000004,positive
RW,Rwanda,if she argues with him,Marital status,Married or living together,Women,12.2,19.4,7.199999999999999,positive
RW,Rwanda,if she argues with him,Marital status,"Widowed, divorced, separated",Women,11.7,23.6,11.900000000000002,positive
RW,Rwanda,if she argues with him,Marital status,Never married,Women,11,20.9,9.899999999999999,positive
RW,Rwanda,if she goes out without telling him,Education,No education,Women,45.6,25,-20.6,negative
RW,Rwanda,if she goes out without telling him,Education,Primary,Women,35.6,23.7,-11.900000000000002,negative
RW,Rwanda,if she goes out without telling him,Education,Secondary,Women,17.8,18.7,0.8999999999999986,positive
RW,Rwanda,if she goes out without telling him,Education,Higher,Women,2.8,4.1,1.2999999999999998,positive
RW,Rwanda,if she goes out without telling him,Wealth quintile,Lowest,Women,40,28.1,-11.899999999999999,negative
RW,Rwanda,if she goes out without telling him,Wealth quintile,Second,Women,42.4,25.6,-16.799999999999997,negative
RW,Rwanda,if she goes out without telling him,Wealth quintile,Middle,Women,40.5,23.9,-16.6,negative
RW,Rwanda,if she goes out without telling him,Wealth quintile,Fourth,Women,35.5,22.8,-12.7,negative
RW,Rwanda,if she goes out without telling him,Wealth quintile,Highest,Women,26.7,12.9,-13.799999999999999,negative
RW,Rwanda,if she goes out without telling him,Marital status,Married or living together,Women,39.1,20.5,-18.6,negative
RW,Rwanda,if she goes out without telling him,Marital status,"Widowed, divorced, separated",Women,38.9,26.4,-12.5,negative
RW,Rwanda,if she goes out without telling him,Marital status,Never married,Women,31.8,23.6,-8.2,negative
RW,Rwanda,if she neglects the children,Education,No education,Women,62.6,31.3,-31.3,negative
RW,Rwanda,if she neglects the children,Education,Primary,Women,56.9,30.9,-26,negative
RW,Rwanda,if she neglects the children,Education,Secondary,Women,37.7,26.8,-10.900000000000002,negative
RW,Rwanda,if she neglects the children,Education,Higher,Women,13.1,6.5,-6.6,negative
RW,Rwanda,if she neglects the children,Wealth quintile,Lowest,Women,57.6,36.5,-21.1,negative
RW,Rwanda,if she neglects the children,Wealth quintile,Second,Women,63.5,34.1,-29.4,negative
RW,Rwanda,if she neglects the children,Wealth quintile,Middle,Women,59.7,31.2,-28.500000000000004,negative
RW,Rwanda,if she neglects the children,Wealth quintile,Fourth,Women,56.5,30.7,-25.8,negative
RW,Rwanda,if she neglects the children,Wealth quintile,Highest,Women,45.8,16.9,-28.9,negative
RW,Rwanda,if she neglects the children,Marital status,Married or living together,Women,58.8,27.8,-30.999999999999996,negative
RW,Rwanda,if she neglects the children,Marital status,"Widowed, divorced, separated",Women,58.4,31.8,-26.599999999999998,negative
RW,Rwanda,if she neglects the children,Marital status,Never married,Women,52,31,-21,negative
RW,Rwanda,if she refuses to have sex with him,Education,No education,Women,42.5,31.4,-11.100000000000001,negative
RW,Rwanda,if she refuses to have sex with him,Education,Primary,Women,31.7,26,-5.699999999999999,negative
RW,Rwanda,if she refuses to have sex with him,Education,Secondary,Women,17.6,18,0.3999999999999986,positive
RW,Rwanda,if she refuses to have sex with him,Education,Higher,Women,5.6,3.3,-2.3,negative
RW,Rwanda,if she refuses to have sex with him,Wealth quintile,Lowest,Women,33.9,32.6,-1.2999999999999972,negative
RW,Rwanda,if she refuses to have sex with him,Wealth quintile,Second,Women,39.9,29.4,-10.5,negative
RW,Rwanda,if she refuses to have sex with him,Wealth quintile,Middle,Women,36.3,26.8,-9.499999999999996,negative
RW,Rwanda,if she refuses to have sex with him,Wealth quintile,Fourth,Women,33.4,23.4,-10,negative
RW,Rwanda,if she refuses to have sex with him,Wealth quintile,Highest,Women,23.7,12.2,-11.5,negative
RW,Rwanda,if she refuses to have sex with him,Marital status,Married or living together,Women,38,23.4,-14.600000000000001,negative
RW,Rwanda,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",Women,37.8,29.7,-8.099999999999998,negative
RW,Rwanda,if she refuses to have sex with him,Marital status,Never married,Women,24.4,24.3,-0.09999999999999787,negative
RW,Rwanda,for at least one specific reason,Education,No education,Women,70.5,46.1,-24.4,negative
RW,Rwanda,for at least one specific reason,Education,Primary,Women,63.5,43.8,-19.700000000000003,negative
RW,Rwanda,for at least one specific reason,Education,Secondary,Women,43.3,35,-8.299999999999997,negative
RW,Rwanda,for at least one specific reason,Education,Higher,Women,15,11.3,-3.6999999999999993,negative
RW,Rwanda,for at least one specific reason,Wealth quintile,Lowest,Women,66.1,50.5,-15.599999999999994,negative
RW,Rwanda,for at least one specific reason,Wealth quintile,Second,Women,70,48.4,-21.6,negative
RW,Rwanda,for at least one specific reason,Wealth quintile,Middle,Women,66.5,45.1,-21.4,negative
RW,Rwanda,for at least one specific reason,Wealth quintile,Fourth,Women,64.1,42.3,-21.799999999999997,negative
RW,Rwanda,for at least one specific reason,Wealth quintile,Highest,Women,51.6,24,-27.6,negative
RW,Rwanda,for at least one specific reason,Marital status,Married or living together,Women,66.3,39.8,-26.5,negative
RW,Rwanda,for at least one specific reason,Marital status,"Widowed, divorced, separated",Women,64.1,43.8,-20.299999999999997,negative
RW,Rwanda,for at least one specific reason,Marital status,Never married,Women,58.7,42.9,-15.800000000000004,negative
RW,Rwanda,if she burns the food,Education,No education,Men,4.3,1.2,-3.0999999999999996,negative
RW,Rwanda,if she burns the food,Education,Primary,Men,8.6,1.7,-6.8999999999999995,negative
RW,Rwanda,if she burns the food,Education,Secondary,Men,3.9,2.2,-1.6999999999999997,negative
RW,Rwanda,if she burns the food,Education,Higher,Men,4,0,-4,negative
RW,Rwanda,if she burns the food,Wealth quintile,Lowest,Men,6.6,2.1,-4.5,negative
RW,Rwanda,if she burns the food,Wealth quintile,Second,Men,7.1,2.3,-4.8,negative
RW,Rwanda,if she burns the food,Wealth quintile,Middle,Men,8,1.7,-6.3,negative
RW,Rwanda,if she burns the food,Wealth quintile,Fourth,Men,7.7,1.6,-6.1,negative
RW,Rwanda,if she burns the food,Wealth quintile,Highest,Men,5.2,1.1,-4.1,negative
RW,Rwanda,if she burns the food,Marital status,Married or living together,Men,3.9,1,-2.9,negative
RW,Rwanda,if she burns the food,Marital status,"Widowed, divorced, separated",Men,6,3.2,-2.8,negative
RW,Rwanda,if she burns the food,Marital status,Never married,Men,10.3,2.3,-8,negative
RW,Rwanda,if she argues with him,Education,No education,Men,3.5,7.5,4,positive
RW,Rwanda,if she argues with him,Education,Primary,Men,3.6,5.6,1.9999999999999996,positive
RW,Rwanda,if she argues with him,Education,Secondary,Men,1.8,5,3.2,positive
RW,Rwanda,if she argues with him,Education,Higher,Men,0,0.6,0.6,positive
RW,Rwanda,if she argues with him,Wealth quintile,Lowest,Men,4.8,8.2,3.3999999999999995,positive
RW,Rwanda,if she argues with him,Wealth quintile,Second,Men,2.6,5.6,2.9999999999999996,positive
RW,Rwanda,if she argues with him,Wealth quintile,Middle,Men,4.6,5.3,0.7000000000000002,positive
RW,Rwanda,if she argues with him,Wealth quintile,Fourth,Men,3.1,6.3,3.1999999999999997,positive
RW,Rwanda,if she argues with him,Wealth quintile,Highest,Men,2.2,3,0.7999999999999998,positive
RW,Rwanda,if she argues with him,Marital status,Married or living together,Men,2.5,4.4,1.9000000000000004,positive
RW,Rwanda,if she argues with him,Marital status,"Widowed, divorced, separated",Men,0.6,9.1,8.5,positive
RW,Rwanda,if she argues with him,Marital status,Never married,Men,4.3,6.3,2,positive
RW,Rwanda,if she goes out without telling him,Education,No education,Men,21.5,8.6,-12.9,negative
RW,Rwanda,if she goes out without telling him,Education,Primary,Men,22.4,7.1,-15.299999999999999,negative
RW,Rwanda,if she goes out without telling him,Education,Secondary,Men,14,6.8,-7.2,negative
RW,Rwanda,if she goes out without telling him,Education,Higher,Men,5.1,2.3,-2.8,negative
RW,Rwanda,if she goes out without telling him,Wealth quintile,Lowest,Men,26.4,9.7,-16.7,negative
RW,Rwanda,if she goes out without telling him,Wealth quintile,Second,Men,23.1,6.3,-16.8,negative
RW,Rwanda,if she goes out without telling him,Wealth quintile,Middle,Men,23.7,8.1,-15.6,negative
RW,Rwanda,if she goes out without telling him,Wealth quintile,Fourth,Men,19,7.1,-11.9,negative
RW,Rwanda,if she goes out without telling him,Wealth quintile,Highest,Men,15.6,4.9,-10.7,negative
RW,Rwanda,if she goes out without telling him,Marital status,Married or living together,Men,18,6,-12,negative
RW,Rwanda,if she goes out without telling him,Marital status,"Widowed, divorced, separated",Men,30.2,8.4,-21.799999999999997,negative
RW,Rwanda,if she goes out without telling him,Marital status,Never married,Men,23.3,7.9,-15.4,negative
RW,Rwanda,if she neglects the children,Education,No education,Men,39.5,14.9,-24.6,negative
RW,Rwanda,if she neglects the children,Education,Primary,Men,43.6,12.3,-31.3,negative
RW,Rwanda,if she neglects the children,Education,Secondary,Men,27,12.4,-14.6,negative
RW,Rwanda,if she neglects the children,Education,Higher,Men,9,3.9,-5.1,negative
RW,Rwanda,if she neglects the children,Wealth quintile,Lowest,Men,50.8,16.7,-34.099999999999994,negative
RW,Rwanda,if she neglects the children,Wealth quintile,Second,Men,37.3,13.6,-23.699999999999996,negative
RW,Rwanda,if she neglects the children,Wealth quintile,Middle,Men,46.4,12.4,-34,negative
RW,Rwanda,if she neglects the children,Wealth quintile,Fourth,Men,42.1,12.2,-29.900000000000002,negative
RW,Rwanda,if she neglects the children,Wealth quintile,Highest,Men,28.5,8.4,-20.1,negative
RW,Rwanda,if she neglects the children,Marital status,Married or living together,Men,34.4,10,-24.4,negative
RW,Rwanda,if she neglects the children,Marital status,"Widowed, divorced, separated",Men,36.5,14.3,-22.2,negative
RW,Rwanda,if she neglects the children,Marital status,Never married,Men,46,14.4,-31.6,negative
RW,Rwanda,if she refuses to have sex with him,Education,No education,Men,21.7,8,-13.7,negative
RW,Rwanda,if she refuses to have sex with him,Education,Primary,Men,23.6,7,-16.6,negative
RW,Rwanda,if she refuses to have sex with him,Education,Secondary,Men,13,6.3,-6.7,negative
RW,Rwanda,if she refuses to have sex with him,Education,Higher,Men,5.1,1,-4.1,negative
RW,Rwanda,if she refuses to have sex with him,Wealth quintile,Lowest,Men,27,8.9,-18.1,negative
RW,Rwanda,if she refuses to have sex with him,Wealth quintile,Second,Men,25,7.1,-17.9,negative
RW,Rwanda,if she refuses to have sex with him,Wealth quintile,Middle,Men,26.2,7.3,-18.9,negative
RW,Rwanda,if she refuses to have sex with him,Wealth quintile,Fourth,Men,20.7,7.1,-13.6,negative
RW,Rwanda,if she refuses to have sex with him,Wealth quintile,Highest,Men,12.7,4.3,-8.399999999999999,negative
RW,Rwanda,if she refuses to have sex with him,Marital status,Married or living together,Men,17.1,4.7,-12.400000000000002,negative
RW,Rwanda,if she refuses to have sex with him,Marital status,"Widowed, divorced, separated",Men,28,10.3,-17.7,negative
RW,Rwanda,if she refuses to have sex with him,Marital status,Never married,Men,25.7,8.6,-17.1,negative
RW,Rwanda,for at least one specific reason,Education,No education,Men,47.7,21.1,-26.6,negative
RW,Rwanda,for at least one specific reason,Education,Primary,Men,52.2,18.4,-33.800000000000004,negative
RW,Rwanda,for at least one specific reason,Education,Secondary,Men,34.8,17.5,-17.299999999999997,negative
RW,Rwanda,for at least one specific reason,Education,Higher,Men,13.1,5.2,-7.8999999999999995,negative
RW,Rwanda,for at least one specific reason,Wealth quintile,Lowest,Men,60,23.9,-36.1,negative
RW,Rwanda,for at least one specific reason,Wealth quintile,Second,Men,47.4,18.9,-28.5,negative
